protein,seq_len,has_annotation,all_sites_safe,any_site_at_risk,max_site_pos,is_long,keep,reason
P25101,427,,,,,False,True,kept
Q13976,671,,,,,False,True,kept
P41145,380,,,,,False,True,kept
Q9D6N1,262,,,,,False,True,kept
P05164,745,,,,,False,True,kept
Q8NB16,471,,,,,False,True,kept
Q9WV26,359,,,,,False,True,kept
F1MPW5,711,,,,,False,True,kept
Q9NRE1,261,,,,,False,True,kept
P00746,253,,,,,False,True,kept
P34913,555,,,,,False,True,kept
P16050,662,,,,,False,True,kept
P20272,473,,,,,False,True,kept
P28221,377,,,,,False,True,kept
P80209,390,,,,,False,True,kept
Q81VW8,280,,,,,False,True,kept
Q28731,235,,,,,False,True,kept
Q12866,999,,,,,False,True,kept
P33533,372,,,,,False,True,kept
Q9NZ08,941,,,,,False,True,kept
P25104,359,,,,,False,True,kept
P22748,312,,,,,False,True,kept
Q9HCP0,422,,,,,False,True,kept
Q60714,646,,,,,False,True,kept
Q9H2K8,898,,,,,False,True,kept
Q9HCR9,933,,,,,False,True,kept
P04278,402,,,,,False,True,kept
Q81R22,162,,,,,False,True,kept
P28327,561,,,,,False,True,kept
P80276,316,,,,,False,True,kept
P34995,402,,,,,False,True,kept
P25084,239,,,,,False,True,kept
O15151,490,,,,,False,True,kept
Q8N752,337,,,,,False,True,kept
P48450,733,,,,,False,True,kept
P35969,1333,True,True,False,1022.0,True,True,kept
X5EH84,158,,,,,False,True,kept
Q8QZV1,534,,,,,False,True,kept
P09581,977,,,,,False,True,kept
Q14832,879,,,,,False,True,kept
V5TFZ2,900,,,,,False,True,kept
Q8TF76,798,,,,,False,True,kept
Q43014,531,,,,,False,True,kept
Q6DLW5,406,,,,,False,True,kept
Q27713,587,,,,,False,True,kept
P10608,418,,,,,False,True,kept
P17439,515,,,,,False,True,kept
P11511,503,,,,,False,True,kept
Q02779,954,,,,,False,True,kept
Q8IAS0,573,,,,,False,True,kept
Q02765,330,,,,,False,True,kept
P39688,537,,,,,False,True,kept
Q4QQW4,482,,,,,False,True,kept
O43570,354,,,,,False,True,kept
P00519,1130,True,True,False,363.0,True,True,kept
P12527,673,,,,,False,True,kept
Q99685,303,,,,,False,True,kept
Q14397,625,,,,,False,True,kept
Q9BPW0,484,,,,,False,True,kept
Q96KS0,407,,,,,False,True,kept
P94451,555,,,,,False,True,kept
P49892,324,,,,,False,True,kept
O35492,638,,,,,False,True,kept
Q16769,361,,,,,False,True,kept
Q15661,275,,,,,False,True,kept
P37238,505,,,,,False,True,kept
Q9H4A4,650,,,,,False,True,kept
Q9QXD6,338,,,,,False,True,kept
P9WI73,750,,,,,False,True,kept
P50250,479,,,,,False,True,kept
Q32MK0,819,,,,,False,True,kept
Q9NVM4,692,,,,,False,True,kept
P35030,304,,,,,False,True,kept
P29089,359,,,,,False,True,kept
P05364,381,,,,,False,True,kept
Q04912,1400,True,False,True,1212.0,True,False,dropped: binding site beyond 1022 aa
P42866,398,,,,,False,True,kept
Q15208,465,,,,,False,True,kept
O08786,436,,,,,False,True,kept
Q15047,1291,True,False,True,1286.0,True,False,dropped: binding site beyond 1022 aa
P21731,343,,,,,False,True,kept
Q6DLS0,406,,,,,False,True,kept
P09057,461,,,,,False,True,kept
P52564,334,,,,,False,True,kept
P13956,244,,,,,False,True,kept
P20288,444,,,,,False,True,kept
P80025,712,,,,,False,True,kept
Q70YI1,233,,,,,False,True,kept
P15085,419,,,,,False,True,kept
Q9Z1K9,827,,,,,False,True,kept
Q3SYC2,334,,,,,False,True,kept
P53582,386,,,,,False,True,kept
D3W065,265,,,,,False,True,kept
O94921,469,,,,,False,True,kept
Q64610,887,,,,,False,True,kept
Q15761,445,,,,,False,True,kept
Q3ZKN1,330,,,,,False,True,kept
O00767,359,,,,,False,True,kept
P43115,390,,,,,False,True,kept
P80299,554,,,,,False,True,kept
P14416,443,,,,,False,True,kept
Q9BY41,377,,,,,False,True,kept
P04186,761,,,,,False,True,kept
P13922,608,,,,,False,True,kept
Q9ZTP8,458,,,,,False,True,kept
P21146,689,,,,,False,True,kept
A5H660,440,,,,,False,True,kept
P79350,401,,,,,False,True,kept
P24735,397,,,,,False,True,kept
Q6P3R8,708,,,,,False,True,kept
P32320,146,,,,,False,True,kept
Q9Y4K0,774,,,,,False,True,kept
P52788,366,,,,,False,True,kept
Q8BVW0,898,,,,,False,True,kept
Q9Y286,467,,,,,False,True,kept
P55210,303,,,,,False,True,kept
O15382,392,,,,,False,True,kept
P50282,708,,,,,False,True,kept
P09238,476,,,,,False,True,kept
P19221,618,,,,,False,True,kept
Q86Z02,1210,True,True,False,315.0,True,True,kept
O75716,305,,,,,False,True,kept
Q9UQ49,428,,,,,False,True,kept
Q16739,394,,,,,False,True,kept
Q9P2J5,1176,True,True,False,719.0,True,True,kept
Q13443,819,,,,,False,True,kept
P41146,370,,,,,False,True,kept
P04818,313,,,,,False,True,kept
Q96Q83,286,,,,,False,True,kept
P29452,402,,,,,False,True,kept
Q9GJT6,620,,,,,False,True,kept
Q16659,721,,,,,False,True,kept
P09917,674,,,,,False,True,kept
P50281,582,,,,,False,True,kept
Q8R4K2,459,,,,,False,True,kept
O75460,977,,,,,False,True,kept
P15428,266,,,,,False,True,kept
Q99519,415,,,,,False,True,kept
Q9ULC6,663,,,,,False,True,kept
Q15835,563,,,,,False,True,kept
Q3Y5H1,307,,,,,False,True,kept
Q53GL7,1025,False,,,,True,False,dropped: no UniProt annotation
Q9NRH2,765,,,,,False,True,kept
P15086,417,,,,,False,True,kept
Q9U638,442,,,,,False,True,kept
Q9NXG6,502,,,,,False,True,kept
Q99523,831,,,,,False,True,kept
P18130,466,,,,,False,True,kept
Q15418,735,,,,,False,True,kept
Q9Y2E5,1009,,,,,False,True,kept
P56481,453,,,,,False,True,kept
O94760,285,,,,,False,True,kept
Q9NYA1,384,,,,,False,True,kept
P07858,339,,,,,False,True,kept
P21556,342,,,,,False,True,kept
Q60855,656,,,,,False,True,kept
P09237,267,,,,,False,True,kept
O00238,502,,,,,False,True,kept
P21453,382,,,,,False,True,kept
Q63449,923,,,,,False,True,kept
P51878,434,,,,,False,True,kept
P06536,795,,,,,False,True,kept
Q9TVW2,363,,,,,False,True,kept
Q7M0F8,444,,,,,False,True,kept
Q9NP56,450,,,,,False,True,kept
M3VH47,415,,,,,False,True,kept
Q9WUD9,536,,,,,False,True,kept
O96028,1365,True,False,True,1198.0,True,False,dropped: binding site beyond 1022 aa
O43614,444,,,,,False,True,kept
Q9H237,461,,,,,False,True,kept
Q5FVR2,476,,,,,False,True,kept
P51957,841,,,,,False,True,kept
P27707,260,,,,,False,True,kept
Q9NBD4,484,,,,,False,True,kept
Q9R1E6,862,,,,,False,True,kept
O30463,181,,,,,False,True,kept
Q7L7X3,1001,,,,,False,True,kept
P55097,329,,,,,False,True,kept
Q99814,870,,,,,False,True,kept
Q6DMN0,422,,,,,False,True,kept
P55211,416,,,,,False,True,kept
Q932Y6,286,,,,,False,True,kept
P21730,350,,,,,False,True,kept
Q8TDS4,363,,,,,False,True,kept
P51681,352,,,,,False,True,kept
P00546,298,,,,,False,True,kept
P23204,468,,,,,False,True,kept
Q9Y271,337,,,,,False,True,kept
P10415,239,,,,,False,True,kept
P47898,357,,,,,False,True,kept
P0A6W3,360,,,,,False,True,kept
Q76MJ5,926,,,,,False,True,kept
P39900,470,,,,,False,True,kept
Q92551,441,,,,,False,True,kept
O94804,968,,,,,False,True,kept
Q9HBH1,243,,,,,False,True,kept
Q91820,407,,,,,False,True,kept
Q9BZ11,813,,,,,False,True,kept
P05121,402,,,,,False,True,kept
P31390,486,,,,,False,True,kept
Q01158,548,,,,,False,True,kept
O00182,355,,,,,False,True,kept
P59722,338,,,,,False,True,kept
P28065,219,,,,,False,True,kept
Q9Y6N5,450,,,,,False,True,kept
Q92851,521,,,,,False,True,kept
P0A017,159,,,,,False,True,kept
P30556,359,,,,,False,True,kept
Q6NYC1,403,,,,,False,True,kept
Q96KQ7,1210,True,False,True,1175.0,True,False,dropped: binding site beyond 1022 aa
P40763,770,,,,,False,True,kept
P39045,538,,,,,False,True,kept
Q9UPY5,501,,,,,False,True,kept
P49662,377,,,,,False,True,kept
Q99500,378,,,,,False,True,kept
D5HSX5,308,,,,,False,True,kept
Q62986,530,,,,,False,True,kept
Q9HCG7,927,,,,,False,True,kept
P07384,714,,,,,False,True,kept
Q13418,452,,,,,False,True,kept
P28074,263,,,,,False,True,kept
P14555,144,,,,,False,True,kept
P10253,952,,,,,False,True,kept
O00750,1634,False,,,,True,False,dropped: no UniProt annotation
Q00532,357,,,,,False,True,kept
P78540,354,,,,,False,True,kept
Q8IM16,449,,,,,False,True,kept
P49915,693,,,,,False,True,kept
P20309,590,,,,,False,True,kept
O70528,388,,,,,False,True,kept
P31646,602,,,,,False,True,kept
Q9UVX3,492,,,,,False,True,kept
P57078,832,,,,,False,True,kept
P10980,466,,,,,False,True,kept
Q6P7A9,953,,,,,False,True,kept
P33316,252,,,,,False,True,kept
P31639,672,,,,,False,True,kept
Q6GPL3,368,,,,,False,True,kept
P30518,371,,,,,False,True,kept
P00761,231,,,,,False,True,kept
Q9NSD5,602,,,,,False,True,kept
P25095,359,,,,,False,True,kept
P08069,1367,True,False,True,1135.0,True,False,dropped: binding site beyond 1022 aa
P20918,812,,,,,False,True,kept
Q29463,247,,,,,False,True,kept
Q4Q5S8,421,,,,,False,True,kept
Q9H8M2,597,,,,,False,True,kept
O43613,425,,,,,False,True,kept
O97972,263,,,,,False,True,kept
P37268,417,,,,,False,True,kept
Q6P179,960,,,,,False,True,kept
Q8CI15,382,,,,,False,True,kept
O70282,557,,,,,False,True,kept
P19623,302,,,,,False,True,kept
Q08828,1119,True,False,True,1044.0,True,False,dropped: binding site beyond 1022 aa
O43175,533,,,,,False,True,kept
P34949,423,,,,,False,True,kept
P48426,406,,,,,False,True,kept
P04839,570,,,,,False,True,kept
O15393,492,,,,,False,True,kept
Q2XVA1,508,,,,,False,True,kept
P19490,907,,,,,False,True,kept
O15496,165,,,,,False,True,kept
Q2NNR5,340,,,,,False,True,kept
P10481,382,,,,,False,True,kept
P41597,374,,,,,False,True,kept
P34960,473,,,,,False,True,kept
Q9Y231,359,,,,,False,True,kept
P13516,355,,,,,False,True,kept
O42781,351,,,,,False,True,kept
Q9NTG7,399,,,,,False,True,kept
Q8N5Z0,425,,,,,False,True,kept
P05089,322,,,,,False,True,kept
P50052,363,,,,,False,True,kept
O15075,740,,,,,False,True,kept
P06213,1382,True,False,True,1177.0,True,False,dropped: binding site beyond 1022 aa
P25116,425,,,,,False,True,kept
Q93009,1102,True,True,False,464.0,True,True,kept
Q04400,1262,True,False,True,1245.0,True,False,dropped: binding site beyond 1022 aa
Q9RDT3,415,,,,,False,True,kept
Q69ZF3,918,,,,,False,True,kept
O14717,391,,,,,False,True,kept
P42575,452,,,,,False,True,kept
Q96DB2,347,,,,,False,True,kept
P09955,416,,,,,False,True,kept
P06280,429,,,,,False,True,kept
Q99MI5,302,,,,,False,True,kept
P09871,688,,,,,False,True,kept
Q9I7A8,168,,,,,False,True,kept
P28700,467,,,,,False,True,kept
Q92831,832,,,,,False,True,kept
Q8N568,766,,,,,False,True,kept
Q9HBY8,367,,,,,False,True,kept
Q02399,292,,,,,False,True,kept
C1KIQ2,181,,,,,False,True,kept
A0A8C0SKI4,992,,,,,False,True,kept
P30553,452,,,,,False,True,kept
P35351,363,,,,,False,True,kept
P36776,959,,,,,False,True,kept
Q9NZJ5,1116,True,True,False,937.0,True,True,kept
P25021,359,,,,,False,True,kept
Q969S8,669,,,,,False,True,kept
P29375,1690,True,True,False,571.0,True,True,kept
P28845,292,,,,,False,True,kept
P14616,1297,True,False,True,1115.0,True,False,dropped: binding site beyond 1022 aa
P00378,189,,,,,False,True,kept
P25103,407,,,,,False,True,kept
Q2M2I8,961,,,,,False,True,kept
Q9Y6M4,447,,,,,False,True,kept
Q95PM0,450,,,,,False,True,kept
P08424,402,,,,,False,True,kept
Q9H422,1215,True,True,False,322.0,True,True,kept
P9WGR1,269,,,,,False,True,kept
O97578,435,,,,,False,True,kept
Q99720,223,,,,,False,True,kept
P11509,494,,,,,False,True,kept
Q99755,562,,,,,False,True,kept
P63086,358,,,,,False,True,kept
P40306,273,,,,,False,True,kept
P13661,276,,,,,False,True,kept
P51450,516,,,,,False,True,kept
Q8C6L5,507,,,,,False,True,kept
P55212,293,,,,,False,True,kept
Q460N3,678,,,,,False,True,kept
Q8TEK3,1537,True,True,False,222.0,True,True,kept
Q8RL90,397,,,,,False,True,kept
P9WMC1,216,,,,,False,True,kept
Q9Y616,596,,,,,False,True,kept
Q13639,388,,,,,False,True,kept
Q8VHL0,384,,,,,False,True,kept
P00730,419,,,,,False,True,kept
P03433,716,,,,,False,True,kept
O60882,483,,,,,False,True,kept
P24666,158,,,,,False,True,kept
P00371,347,,,,,False,True,kept
P11541,859,,,,,False,True,kept
P06868,812,,,,,False,True,kept
O77746,865,,,,,False,True,kept
Q75Z89,470,,,,,False,True,kept
P28062,276,,,,,False,True,kept
P32300,372,,,,,False,True,kept
Q8TBX8,421,,,,,False,True,kept
P02753,201,,,,,False,True,kept
P27028,705,,,,,False,True,kept
E2QF15,360,,,,,False,True,kept
P41743,596,,,,,False,True,kept
Q63931,430,,,,,False,True,kept
P29597,1187,True,False,True,1023.0,True,False,dropped: binding site beyond 1022 aa
P21397,527,,,,,False,True,kept
Q9Y259,395,,,,,False,True,kept
P16455,207,,,,,False,True,kept
P14091,396,,,,,False,True,kept
Q96LA8,375,,,,,False,True,kept
P16444,411,,,,,False,True,kept
Q96PC2,410,,,,,False,True,kept
Q92753,470,,,,,False,True,kept
P55826,537,,,,,False,True,kept
Q06992,575,,,,,False,True,kept
Q58D55,653,,,,,False,True,kept
P49187,464,,,,,False,True,kept
P41252,1262,True,True,False,603.0,True,True,kept
P48443,463,,,,,False,True,kept
P28329,748,,,,,False,True,kept
P62937,165,,,,,False,True,kept
Q9GUA8,444,,,,,False,True,kept
Q13464,1354,True,True,False,198.0,True,True,kept
P56658,363,,,,,False,True,kept
Q8ILG2,627,,,,,False,True,kept
Q8N543,542,,,,,False,True,kept
Q56UN5,1328,True,False,True,1186.0,True,False,dropped: binding site beyond 1022 aa
Q8CA95,790,,,,,False,True,kept
P19793,462,,,,,False,True,kept
Q8R431,303,,,,,False,True,kept
P79400,291,,,,,False,True,kept
P17157,305,,,,,False,True,kept
P50053,298,,,,,False,True,kept
Q5TCX8,1036,True,True,False,263.0,True,True,kept
P22314,1058,True,True,False,632.0,True,True,kept
P35408,488,,,,,False,True,kept
Q96IY4,423,,,,,False,True,kept
P07943,316,,,,,False,True,kept
P00375,187,,,,,False,True,kept
P79227,464,,,,,False,True,kept
P9WFK7,402,,,,,False,True,kept
P21451,442,,,,,False,True,kept
P9WNX1,161,,,,,False,True,kept
P19112,363,,,,,False,True,kept
Q13705,512,,,,,False,True,kept
O00443,1686,False,,,,True,False,dropped: no UniProt annotation
P63000,192,,,,,False,True,kept
A2RP81,308,,,,,False,True,kept
P35368,520,,,,,False,True,kept
Q13526,163,,,,,False,True,kept
P28776,407,,,,,False,True,kept
Q28156,865,,,,,False,True,kept
P43249,590,,,,,False,True,kept
O02776,977,,,,,False,True,kept
Q96S37,553,,,,,False,True,kept
P18825,462,,,,,False,True,kept
P0A6D3,427,,,,,False,True,kept
Q8IWU9,490,,,,,False,True,kept
Q9NRR2,321,,,,,False,True,kept
P43140,466,,,,,False,True,kept
D3ZUM4,647,,,,,False,True,kept
P35557,465,,,,,False,True,kept
P22079,712,,,,,False,True,kept
Q8WQX9,930,,,,,False,True,kept
P27338,520,,,,,False,True,kept
P00516,671,,,,,False,True,kept
P62593,286,,,,,False,True,kept
Q9LM02,336,,,,,False,True,kept
P0AE18,264,,,,,False,True,kept
P48067,706,,,,,False,True,kept
Q92772,493,,,,,False,True,kept
P41245,730,,,,,False,True,kept
P08235,984,,,,,False,True,kept
O75907,488,,,,,False,True,kept
Q9EP66,360,,,,,False,True,kept
P49961,510,,,,,False,True,kept
P35348,466,,,,,False,True,kept
P14679,529,,,,,False,True,kept
P23385,1199,True,True,False,409.0,True,True,kept
Q9H6Z9,239,,,,,False,True,kept
Q9ZLT0,255,,,,,False,True,kept
Q9BZP6,476,,,,,False,True,kept
P18089,450,,,,,False,True,kept
Q9NXS2,382,,,,,False,True,kept
P23978,599,,,,,False,True,kept
Q01469,135,,,,,False,True,kept
P04174,162,,,,,False,True,kept
P60953,191,,,,,False,True,kept
Q92800,747,,,,,False,True,kept
P50172,292,,,,,False,True,kept
P06730,217,,,,,False,True,kept
P08037,402,,,,,False,True,kept
P31944,242,,,,,False,True,kept
Q16873,150,,,,,False,True,kept
P9WHV7,307,,,,,False,True,kept
P16118,471,,,,,False,True,kept
P37289,362,,,,,False,True,kept
P28702,533,,,,,False,True,kept
P19020,446,,,,,False,True,kept
P43088,359,,,,,False,True,kept
P00382,157,,,,,False,True,kept
P15090,132,,,,,False,True,kept
P42568,568,,,,,False,True,kept
P29338,217,,,,,False,True,kept
P30531,599,,,,,False,True,kept
P00521,746,,,,,False,True,kept
P00809,306,,,,,False,True,kept
P00811,377,,,,,False,True,kept
P31648,599,,,,,False,True,kept
Q8IYT8,1036,True,True,False,131.0,True,True,kept
Q6B856,445,,,,,False,True,kept
P06797,334,,,,,False,True,kept
Q9BQI3,630,,,,,False,True,kept
Q9LGC6,929,,,,,False,True,kept
Q9F663,293,,,,,False,True,kept
Q95J97,351,,,,,False,True,kept
P07154,334,,,,,False,True,kept
Q11128,374,,,,,False,True,kept
A1E3K9,288,,,,,False,True,kept
P30557,365,,,,,False,True,kept
P56373,397,,,,,False,True,kept
P0A1V9,275,,,,,False,True,kept
P35790,457,,,,,False,True,kept
P90584,324,,,,,False,True,kept
P56526,985,,,,,False,True,kept
Q17SB2,448,,,,,False,True,kept
P00813,363,,,,,False,True,kept
Q03521,324,,,,,False,True,kept
P04439,365,,,,,False,True,kept
P15823,515,,,,,False,True,kept
Q12852,859,,,,,False,True,kept
Q60484,376,,,,,False,True,kept
Q06124,593,,,,,False,True,kept
Q9NRM7,1088,True,True,False,791.0,True,True,kept
Q92830,837,,,,,False,True,kept
Q6IQ55,1244,True,True,False,141.0,True,True,kept
P24530,442,,,,,False,True,kept
Q9JN24,150,,,,,False,True,kept
Q86UY6,237,,,,,False,True,kept
P43119,386,,,,,False,True,kept
D3ZJF9,421,,,,,False,True,kept
P06186,930,,,,,False,True,kept
Q9H228,398,,,,,False,True,kept
P23284,216,,,,,False,True,kept
O95835,1130,True,True,False,828.0,True,True,kept
O15527,345,,,,,False,True,kept
O95822,493,,,,,False,True,kept
P20701,1170,True,True,False,598.0,True,True,kept
P0C1R8,321,,,,,False,True,kept
F1QCV2,675,,,,,False,True,kept
Q9NYW2,309,,,,,False,True,kept
Q02083,359,,,,,False,True,kept
P33434,662,,,,,False,True,kept
Q9UL54,1235,True,True,False,151.0,True,True,kept
Q29010,427,,,,,False,True,kept
C7C422,270,,,,,False,True,kept
P80192,1104,True,True,False,268.0,True,True,kept
P16233,465,,,,,False,True,kept
O60760,199,,,,,False,True,kept
O95050,263,,,,,False,True,kept
Q9UBS0,482,,,,,False,True,kept
P43378,593,,,,,False,True,kept
O96935,1085,True,True,False,519.0,True,True,kept
P46925,453,,,,,False,True,kept
P38169,460,,,,,False,True,kept
P14756,498,,,,,False,True,kept
P35353,415,,,,,False,True,kept
Q28838,468,,,,,False,True,kept
P26358,1616,True,False,True,1580.0,True,False,dropped: binding site beyond 1022 aa
O43184,909,,,,,False,True,kept
P00763,246,,,,,False,True,kept
Q28039,638,,,,,False,True,kept
Q07794,436,,,,,False,True,kept
P18266,420,,,,,False,True,kept
Q9UF33,1036,True,True,False,798.0,True,True,kept
Q9Z0K8,512,,,,,False,True,kept
Q9NPA2,562,,,,,False,True,kept
Q9UHH9,426,,,,,False,True,kept
Q9Y2K2,1321,True,True,False,188.0,True,True,kept
P28566,365,,,,,False,True,kept
Q9MYM4,937,,,,,False,True,kept
P39898,452,,,,,False,True,kept
Q59401,384,,,,,False,True,kept
P32238,428,,,,,False,True,kept
P02879,576,,,,,False,True,kept
P13866,664,,,,,False,True,kept
O75385,1050,True,True,False,138.0,True,True,kept
P07202,933,,,,,False,True,kept
Q16572,532,,,,,False,True,kept
Q5TCY1,1321,True,True,False,154.0,True,True,kept
P42684,1182,True,True,False,409.0,True,True,kept
P16278,677,,,,,False,True,kept
Q9Y2Q3,226,,,,,False,True,kept
Q9HC52,389,,,,,False,True,kept
Q16678,543,,,,,False,True,kept
Q03111,559,,,,,False,True,kept
D1MIX9,287,,,,,False,True,kept
P11766,374,,,,,False,True,kept
P42262,883,,,,,False,True,kept
Q17066,300,,,,,False,True,kept
P25100,572,,,,,False,True,kept
Q96PY6,1258,True,True,False,128.0,True,True,kept
O95977,384,,,,,False,True,kept
P08191,300,,,,,False,True,kept
Q9Y5N1,445,,,,,False,True,kept
Q86SK9,330,,,,,False,True,kept
Q2KJ64,322,,,,,False,True,kept
P00520,1123,True,True,False,363.0,True,True,kept
Q99LR1,398,,,,,False,True,kept
Q01177,812,,,,,False,True,kept
P15169,458,,,,,False,True,kept
P50554,500,,,,,False,True,kept
P56730,875,,,,,False,True,kept
P51812,740,,,,,False,True,kept
Q9HCN6,339,,,,,False,True,kept
Q923I7,670,,,,,False,True,kept
O43280,583,,,,,False,True,kept
Q6DE08,361,,,,,False,True,kept
P62942,108,,,,,False,True,kept
O88947,481,,,,,False,True,kept
P21396,526,,,,,False,True,kept
P28704,520,,,,,False,True,kept
Q64264,421,,,,,False,True,kept
Q9UNI1,258,,,,,False,True,kept
O55192,617,,,,,False,True,kept
Q3HTL5,241,,,,,False,True,kept
P0DMS8,318,,,,,False,True,kept
P06865,529,,,,,False,True,kept
P01116,189,,,,,False,True,kept
P53686,357,,,,,False,True,kept
Q9H773,170,,,,,False,True,kept
Q92743,480,,,,,False,True,kept
P07861,750,,,,,False,True,kept
P15840,386,,,,,False,True,kept
Q01063,747,,,,,False,True,kept
Q9XYC7,449,,,,,False,True,kept
P68849,352,,,,,False,True,kept
P32246,355,,,,,False,True,kept
Q9C098,648,,,,,False,True,kept
O43283,966,,,,,False,True,kept
Q93LQ9,293,,,,,False,True,kept
P51512,607,,,,,False,True,kept
Q92633,364,,,,,False,True,kept
P00791,385,,,,,False,True,kept
P32485,435,,,,,False,True,kept
I3LIR5,583,,,,,False,True,kept
Q8WUI4,952,,,,,False,True,kept
Q99835,787,,,,,False,True,kept
P04409,672,,,,,False,True,kept
Q4FZV0,881,,,,,False,True,kept
O08557,285,,,,,False,True,kept
Q9UBX1,484,,,,,False,True,kept
P37288,418,,,,,False,True,kept
P16232,288,,,,,False,True,kept
P23786,658,,,,,False,True,kept
Q13255,1194,True,True,False,409.0,True,True,kept
P61168,444,,,,,False,True,kept
P54646,552,,,,,False,True,kept
P68135,377,,,,,False,True,kept
Q8VCT4,565,,,,,False,True,kept
O95819,1239,True,True,False,153.0,True,True,kept
P07824,323,,,,,False,True,kept
Q9BTU6,479,,,,,False,True,kept
P00338,332,,,,,False,True,kept
P21845,276,,,,,False,True,kept
P31153,395,,,,,False,True,kept
Q653V7,885,,,,,False,True,kept
Q02110,393,,,,,False,True,kept
Q8N371,416,,,,,False,True,kept
P30939,366,,,,,False,True,kept
P18886,658,,,,,False,True,kept
P97287,331,,,,,False,True,kept
Q14123,709,,,,,False,True,kept
Q60857,630,,,,,False,True,kept
O43193,412,,,,,False,True,kept
O94953,1096,True,True,False,309.0,True,True,kept
P32245,332,,,,,False,True,kept
Q08188,693,,,,,False,True,kept
Q9CYK2,362,,,,,False,True,kept
O95931,251,,,,,False,True,kept
P31651,614,,,,,False,True,kept
Q9ERM3,498,,,,,False,True,kept
Q13873,1038,True,True,False,351.0,True,True,kept
Q2TU57,221,,,,,False,True,kept
P11597,493,,,,,False,True,kept
O60551,498,,,,,False,True,kept
P00469,316,,,,,False,True,kept
Q97SR4,252,,,,,False,True,kept
P54687,386,,,,,False,True,kept
Q96RG2,1323,True,False,True,1146.0,True,False,dropped: binding site beyond 1022 aa
P70536,388,,,,,False,True,kept
P35270,261,,,,,False,True,kept
Q8GDC1,266,,,,,False,True,kept
P15273,468,,,,,False,True,kept
P30418,451,,,,,False,True,kept
Q01064,536,,,,,False,True,kept
Q9H2G2,1235,True,True,False,155.0,True,True,kept
Q9UKE5,1360,True,True,False,153.0,True,True,kept
Q14697,944,,,,,False,True,kept
A5A4K8,400,,,,,False,True,kept
Q92523,772,,,,,False,True,kept
P28072,239,,,,,False,True,kept
P08913,465,,,,,False,True,kept
A0A0H4FQ60,540,,,,,False,True,kept
P30548,407,,,,,False,True,kept
O00222,908,,,,,False,True,kept
P00803,324,,,,,False,True,kept
A0A0Y9T855,517,,,,,False,True,kept
A4ZYU9,386,,,,,False,True,kept
O18531,757,,,,,False,True,kept
P35610,550,,,,,False,True,kept
Q8N4C8,1332,True,True,False,153.0,True,True,kept
Q9NZK7,142,,,,,False,True,kept
Q09137,552,,,,,False,True,kept
B5ATN6,197,,,,,False,True,kept
Q96PD7,388,,,,,False,True,kept
Q6B4J2,163,,,,,False,True,kept
Q9NXA8,310,,,,,False,True,kept
P00736,705,,,,,False,True,kept
Q63118,464,,,,,False,True,kept
Q05586,938,,,,,False,True,kept
O15054,1643,True,False,True,1605.0,True,False,dropped: binding site beyond 1022 aa
P16152,277,,,,,False,True,kept
P0DJD9,388,,,,,False,True,kept
P06281,402,,,,,False,True,kept
Q9NY33,737,,,,,False,True,kept
P22199,981,,,,,False,True,kept
P10938,283,,,,,False,True,kept
P78356,416,,,,,False,True,kept
P42264,919,,,,,False,True,kept
Q96GG9,259,,,,,False,True,kept
B3VTJ2,941,,,,,False,True,kept
Q7X575,286,,,,,False,True,kept
P31421,872,,,,,False,True,kept
P34969,479,,,,,False,True,kept
P09382,135,,,,,False,True,kept
Q9FV53,269,,,,,False,True,kept
P08684,503,,,,,False,True,kept
P35346,364,,,,,False,True,kept
P0CS83,398,,,,,False,True,kept
O95503,412,,,,,False,True,kept
P63116,530,,,,,False,True,kept
Q13258,359,,,,,False,True,kept
P11712,490,,,,,False,True,kept
P08049,750,,,,,False,True,kept
P30838,453,,,,,False,True,kept
P48065,614,,,,,False,True,kept
Q9QUL3,142,,,,,False,True,kept
P51511,669,,,,,False,True,kept
P14324,419,,,,,False,True,kept
P78325,824,,,,,False,True,kept
Q9Y4C1,1321,True,False,True,1249.0,True,False,dropped: binding site beyond 1022 aa
P23109,747,,,,,False,True,kept
Q7JHP9,620,,,,,False,True,kept
Q9H244,342,,,,,False,True,kept
P14488,256,,,,,False,True,kept
P31482,146,,,,,False,True,kept
Q969F8,398,,,,,False,True,kept
P08473,750,,,,,False,True,kept
P52895,323,,,,,False,True,kept
Q9UBP0,616,,,,,False,True,kept
P16257,169,,,,,False,True,kept
Q01984,295,,,,,False,True,kept
P47900,373,,,,,False,True,kept
Q09429,1582,True,False,True,1483.0,True,False,dropped: binding site beyond 1022 aa
O95382,1288,True,True,False,771.0,True,True,kept
P78600,575,,,,,False,True,kept
P08419,269,,,,,False,True,kept
Q64602,425,,,,,False,True,kept
P11715,507,,,,,False,True,kept
O95573,720,,,,,False,True,kept
P08842,583,,,,,False,True,kept
Q9UJM8,370,,,,,False,True,kept
Q92847,366,,,,,False,True,kept
P97571,713,,,,,False,True,kept
Q9BZM2,168,,,,,False,True,kept
Q9Y5X9,500,,,,,False,True,kept
P27922,693,,,,,False,True,kept
Q9GU59,437,,,,,False,True,kept
P9WIP3,292,,,,,False,True,kept
P05050,216,,,,,False,True,kept
P43116,358,,,,,False,True,kept
P0AD63,286,,,,,False,True,kept
P59071,121,,,,,False,True,kept
